candidate,family,fold,repeat,split,validation_samples,validation_fail,selected_features,removed_high_missing,removed_uninformative,removed_duplicate,threshold,pr_auc_average_precision,fail_recall,precision,f1,balanced_accuracy,false_alarm_rate,accuracy,tn,fp,fn,tp
random_forest_depth_none_leaf_8,random_forest,15,3,0,235,16,444,24,122,0,0.5,0.14524170040944695,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,16,3,1,235,16,444,24,122,0,0.5,0.17484874956554353,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,17,3,2,235,16,444,24,122,0,0.5,0.2737739238211914,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,18,3,3,235,16,444,24,122,0,0.5,0.17988027254334682,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,19,3,4,235,16,444,24,122,0,0.5,0.24872193276552162,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,20,4,0,235,16,444,24,122,0,0.5,0.15808813747377204,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,21,4,1,235,16,444,24,122,0,0.5,0.16456072330699342,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,22,4,2,235,16,444,24,122,0,0.5,0.2951313093172182,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,23,4,3,235,16,444,24,122,0,0.5,0.24139683444155297,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
random_forest_depth_none_leaf_8,random_forest,24,4,4,235,16,444,24,122,0,0.5,0.28650731414341507,0.0,0.0,0.0,0.5,0.0,0.9319148936170213,219,0,16,0
